ID_TA,Number of Reviews
d5556651,13.0
d9813802,36.0
d8020340,259.0
d1337589,128.0
d12012153,17.0
d11923124,3.0
d2208977,93.0
d11637366,16.0
d11686400,8.0
d8553789,48.0
d4516252,129.0
d7995734,7.0
d7258784,32.0
d3174955,412.0
d2141139,70.0
d6720579,7.0
d7123913,3.0
d10389328,9.0
d13200203,nan
d11208508,6.0
d12340677,nan
d10298835,3.0
d8732115,23.0
d1025696,53.0
d1998425,17.0
d8523371,45.0
d10241421,2.0
d12641344,6.0
d7991090,157.0
d12188532,40.0
d8388332,30.0
d11741872,nan
d12827433,nan
d6941649,32.0
d12437767,19.0
d919363,10.0
d5980445,nan
d8781739,7.0
d3701377,141.0
d11778636,55.0
d2723610,102.0
d3267188,36.0
d8486395,23.0
d5423620,3.0
d9593132,96.0
d10347946,14.0
d1888282,812.0
d1224521,607.0
d5981614,11.0
d12437186,3.0
d9601031,26.0
d7626464,nan
d896875,144.0
d12571250,2.0
d2076026,20.0
d793573,133.0
d11592254,177.0
d12877341,12.0
d7124544,3.0
d1056291,32.0
d5122717,nan
d8360022,104.0
d4887847,85.0
d10694990,154.0
d4270267,2.0
d4768212,nan
d5616186,9.0
d2100068,400.0
d5263690,31.0
d942236,485.0
d7218484,43.0
d2481688,113.0
d10820978,3.0
d1699738,125.0
d1347950,11.0
d9823373,nan
d8410259,2.0
d3216764,436.0
d1120201,13.0
d8005487,14.0
d1048535,44.0
d953832,34.0
d11863778,nan
d3733833,3.0
d12949262,18.0
d7626785,6.0
d1322991,58.0
d4492706,12.0
d1822792,19.0
d6017491,58.0
d3847894,19.0
d3691258,37.0
d6609084,35.0
d10636455,11.0
d11841903,nan
d4419224,38.0
d2705753,326.0
d6133039,448.0
d5327367,69.0
d8753348,73.0
d5029041,32.0
d8463026,13.0
d12657753,8.0
d6562478,201.0
d9763780,80.0
d1358612,32.0
d13200450,nan
d10537476,35.0
d3589440,48.0
d788089,119.0
d3961139,59.0
d11547793,10.0
d2526507,554.0
d951913,73.0
d5519899,2.0
d12594702,15.0
d1951077,184.0
d8869428,101.0
d11657131,8.0
d2449503,196.0
d7098332,27.0
d12986309,18.0
d9753784,34.0
d6678552,1550.0
d4091593,7.0
d4470372,67.0
d2175666,323.0
d9610451,7.0
d4888782,4.0
d794883,229.0
d983511,4.0
d12883439,nan
d2481509,25.0
d8338364,9.0
d1908338,89.0
d896871,170.0
d3596589,558.0
d11801976,55.0
d730410,3.0
d7994061,9.0
d4271093,41.0
d753407,50.0
d12900605,3.0
d12903965,nan
d8378727,6.0
d10386626,3.0
d11695432,10.0
d2002961,33.0
d1044024,87.0
d1979290,99.0
d10597682,2.0
d1340597,271.0
d3668624,41.0
d8611686,12.0
d2462313,215.0
d5443860,25.0
d4985377,5.0
d2345466,476.0
d8064902,135.0
d10536551,120.0
d1494110,152.0
d5267738,66.0
d12000086,11.0
d8795223,131.0
d7231756,15.0
d717352,398.0
d7245624,316.0
d806360,1032.0
d5043670,230.0
d12855773,7.0
d7124440,3.0
d2419182,205.0
d2693046,64.0
d697010,81.0
d4749443,34.0
d1350490,6.0
d12661984,2.0
d8841968,nan
d10839493,8.0
d11758488,14.0
d12246247,nan
d9604677,nan
d964491,4.0
d8525408,13.0
d6833128,176.0
d7063449,12.0
d734345,103.0
d5822505,12.0
d7973860,17.0
d1550013,391.0
d1239276,236.0
d2700026,55.0
d11844033,11.0
d5614796,16.0
d2616675,83.0
d12593390,39.0
d10040725,10.0
d797019,289.0
d1044899,9.0
d7398572,107.0
d10033267,103.0
d11651830,nan
d5244301,1015.0
d5861005,89.0
d717410,922.0
d7908757,34.0
d5562550,558.0
d8460965,22.0
d7694108,9.0
d5799961,7.0
d12946086,nan
d776474,64.0
d12842028,108.0
d4156601,78.0
d4768684,13.0
d4104627,84.0
d1035085,2.0
d1018964,1207.0
d8117008,13.0
d13114767,4.0
d10428068,18.0
d6981534,17.0
d9564185,19.0
d8096478,8.0
d3321773,42.0
d7288064,152.0
d12946942,6.0
d13007799,12.0
d10257861,23.0
d7285833,654.0
d9979918,20.0
d3389239,125.0
d5873399,28.0
d5238007,404.0
d7123768,4.0
d8107267,11.0
d1019326,30.0
d1233931,111.0
d5501486,487.0
d7124080,14.0
d732098,154.0
d3543125,101.0
d7124193,14.0
d10319254,2.0
d2562616,131.0
d13298844,nan
d5824628,12.0
d12826225,nan
d3845095,102.0
d9817467,36.0
d6714338,297.0
d12150923,21.0
d3169706,42.0
d12156659,2.0
d782767,27.0
d2640160,258.0
d1422087,200.0
d5616140,56.0
d8020379,3.0
d5532415,3.0
d8331860,8.0
d1894166,19.0
d734002,233.0
d12897055,3.0
d3598499,nan
d3674237,2.0
d2370358,346.0
d1043702,94.0
d5885977,6.0
d11956623,2.0
d10202124,8.0
d1144659,157.0
d2718715,249.0
d991455,363.0
d3710579,42.0
d781631,874.0
d3571378,236.0
d1018970,266.0
d3398883,14.0
d12320180,nan
d1408533,1246.0
d11651720,4.0
d12336951,nan
d5796026,25.0
d1010576,541.0
d7983649,19.0
d783516,438.0
d3809497,78.0
d4994441,30.0
d4911953,10.0
d940029,32.0
d8279435,68.0
d4960199,95.0
d1028624,231.0
d1323099,50.0
d2517894,nan
d3622317,44.0
d7681910,33.0
d8124178,32.0
d990791,61.0
d10176198,4.0
d1847761,537.0
d7799864,37.0
d12328899,8.0
d807700,89.0
d1044100,nan
d990964,86.0
d12165757,4.0
d3694468,50.0
d10491227,35.0
d3343549,97.0
d8734304,305.0
d795986,133.0
d12826638,7.0
d9454467,5.0
d3410495,6.0
d2091707,94.0
d10090795,100.0
d4323991,72.0
d1457274,125.0
d5800729,13.0
d5531426,36.0
d9461370,3.0
d1218310,10.0
d4053189,207.0
d1901942,199.0
d8297246,13.0
d8284173,19.0
d12885235,4.0
d10642457,4.0
d812024,85.0
d12645128,17.0
d12091645,7.0
d9744277,49.0
d5011698,8.0
d12484558,18.0
d1381200,23.0
d7238562,44.0
d712417,22.0
d4063861,14.0
d815167,19.0
d2258920,73.0
d5498210,23.0
d1367690,172.0
d3393854,8.0
d814985,96.0
d2392402,327.0
d8734142,3.0
d7060536,9.0
d990836,2.0
d3747127,87.0
d1323097,73.0
d4432695,450.0
d2348121,375.0
d5828805,nan
d1438475,224.0
d11752090,20.0
d1901719,150.0
d10216185,21.0
d8862105,138.0
d8686846,49.0
d5615891,7.0
d12637277,11.0
d790357,95.0
d2044495,168.0
d6594251,57.0
d3457989,202.0
d11854799,21.0
d7177509,16.0
d11832162,4.0
d7823899,13.0
d5220253,3.0
d734117,367.0
d940101,3.0
d1091593,337.0
d9465421,73.0
d1204006,3.0
d3935918,36.0
d12067624,24.0
d5244287,2.0
d12686272,4.0
d4912090,10.0
d3206622,999.0
d1901523,20.0
d1967837,455.0
d966232,1361.0
d12357905,2.0
d1830724,712.0
d12273598,20.0
d4770099,13.0
d5808432,3.0
d776821,310.0
d6429627,16.0
d3724112,10.0
d6856453,8.0
d7230447,3.0
d1367768,232.0
d5544563,10.0
d12885872,11.0
d990641,81.0
d11045360,66.0
d7113705,10.0
d1926682,36.0
d6370280,1068.0
d12120668,68.0
d9781150,22.0
d4474525,10.0
d10750344,4.0
d940510,6.0
d4834343,33.0
d12976363,nan
d10771430,566.0
d12186871,83.0
d8338665,49.0
d2706373,3.0
d3359708,359.0
d3535361,63.0
d719450,316.0
d10200824,46.0
d1067525,439.0
d10319803,nan
d2631587,122.0
d2186282,1741.0
d3683254,13.0
d7253534,295.0
d12339191,39.0
d8530475,65.0
d7078613,161.0
d1928884,32.0
d8463035,18.0
d1191372,446.0
d5892388,20.0
d7314649,20.0
d9715580,74.0
d782559,383.0
d10514196,158.0
d4729556,273.0
d7214794,43.0
d9456775,5.0
d7649166,29.0
d6732921,25.0
d10325843,134.0
d2335461,884.0
d6873662,36.0
d6467818,8.0
d7953175,4.0
d2429317,381.0
d7972504,123.0
d7077236,5.0
d3953336,23.0
d2313222,7.0
d10271998,3.0
d3873881,84.0
d7063415,26.0
d715032,2.0
d10821559,66.0
d10713837,41.0
d698075,219.0
d2091618,444.0
d12533808,nan
d7229817,217.0
d11910759,36.0
d1467844,84.0
d12321733,8.0
d4327697,65.0
d3948247,319.0
d4129783,37.0
d2418955,4.0
d10031805,2.0
d968238,791.0
d9981533,9.0
d3821736,25.0
d2640119,61.0
d7812716,150.0
d5870750,4.0
d6866725,2.0
d10820797,4.0
d1125214,780.0
d10152517,4.0
d6609260,804.0
d8763528,nan
d7973209,15.0
d10720769,130.0
d858169,104.0
d1034669,609.0
d10209503,2.0
d6418072,33.0
d1232056,232.0
d8425494,2.0
d911212,4.0
d8820516,122.0
d3533925,103.0
d8338518,2.0
d8591325,39.0
d7645743,21.0
d1062422,12.0
d10482257,5.0
d10528563,44.0
d12510765,2.0
d2136683,86.0
d2254830,104.0
d1391395,55.0
d997469,2.0
d2014500,3.0
d947494,105.0
d7142926,110.0
d3171794,166.0
d9601199,19.0
d2146339,2.0
d7279200,nan
d4093975,59.0
d5616657,5.0
d3834688,27.0
d1510172,360.0
d4590292,137.0
d8375421,76.0
d12287067,5.0
d6702761,17.0
d4303060,81.0
d1869696,40.0
d12322698,50.0
d5507185,26.0
d10392243,4.0
d9599012,36.0
d7887289,nan
d2535723,56.0
d8686860,5.0
d5243329,4.0
d4924021,39.0
d10795875,179.0
d1021871,82.0
d986307,17.0
d3427228,125.0
d1209554,65.0
d1342368,5.0
d2355995,1207.0
d9562457,nan
d10026656,nan
d6697386,372.0
d6750595,82.0
d2010956,62.0
d5957545,2.0
d2310767,618.0
d5614780,64.0
d5581157,82.0
d2289693,134.0
d8388225,12.0
d6987953,54.0
d5031508,32.0
d8554952,10.0
d8047199,35.0
d1016936,2977.0
d10699302,12.0
d5776168,146.0
d1755767,48.0
d11046186,51.0
d7660044,56.0
d3931097,26.0
d8820594,1154.0
d947850,777.0
d7123887,6.0
d9702465,10.0
d2647068,507.0
d10488361,41.0
d3347099,249.0
d11741806,38.0
d12952495,nan
d3264654,44.0
d3660061,23.0
d719230,267.0
d719049,796.0
d10338043,23.0
d2328916,148.0
d8802036,2.0
d4167660,2.0
d5892009,9.0
d3521756,146.0
d3452646,101.0
d1077833,348.0
d1373174,1028.0
d8616627,233.0
d11789169,168.0
d11538644,nan
d9569030,5.0
d2090859,358.0
d10821474,2.0
d4163336,86.0
d3647329,39.0
d12682337,4.0
d1055161,11.0
d3745753,106.0
d4759881,30.0
d2191141,865.0
d12864284,13.0
d10202418,10.0
d5796257,17.0
d2421600,103.0
d5615784,9.0
d966731,72.0
d878335,111.0
d7276823,2.0
d1426129,394.0
d3702582,2.0
d3327555,341.0
d8713938,7.0
d7124112,3.0
d13202060,nan
d1903962,7.0
d5439559,45.0
d7311050,16.0
d4988251,32.0
d1233248,37.0
d12519756,60.0
d3236503,14.0
d10697817,3.0
d8793769,12.0
d9567889,41.0
d4959571,20.0
d10751598,152.0
d5963234,9.0
d10441825,7.0
d6363888,51.0
d5513995,2.0
d12193102,30.0
d1080763,1234.0
d7342385,3.0
d10497532,8.0
d1081799,123.0
d12097427,2.0
d2321614,381.0
d6878792,11.0
d1135761,261.0
d1015913,18.0
d10733092,nan
d2322460,5.0
d11994462,10.0
d4097321,259.0
d3983093,98.0
d8371902,14.0
d4297499,28.0
d12936195,nan
d1010631,597.0
d7910518,8.0
d3954601,4.0
d3535470,2.0
d6909914,484.0
d798160,215.0
d10751907,92.0
d696358,459.0
d8515499,25.0
d2044339,112.0
d7085986,88.0
d1037157,6.0
d5439063,115.0
d8494240,25.0
d4106127,40.0
d1019149,12.0
d12335101,9.0
d8861788,272.0
d12369022,48.0
d781367,97.0
d8177867,2.0
d806773,225.0
d8475295,92.0
d4779070,354.0
d4297223,9.0
d2351490,198.0
d7267903,38.0
d5820071,21.0
d1595028,391.0
d1015467,9.0
d5267118,53.0
d797051,316.0
d10733352,2.0
d2400662,12.0
d4503773,57.0
d4843264,25.0
d6351454,104.0
d12016414,11.0
d2084899,nan
d3777421,50.0
d7060011,249.0
d13001052,nan
d12380099,9.0
d10257613,87.0
d717377,1801.0
d7124283,2.0
d12632741,2.0
d2360182,367.0
d2294878,445.0
d2039000,2141.0
d8807737,244.0
d8659782,165.0
d12860006,2.0
d7285778,5.0
d3725743,57.0
d2076988,175.0
d3687282,206.0
d5260308,21.0
d6996329,177.0
d7693020,14.0
d720941,678.0
d11882791,3.0
d4769537,53.0
d3707333,73.0
d12681371,6.0
d4104372,149.0
d1484886,30.0
d11702167,2.0
d8756687,23.0
d12156192,nan
d1423495,9.0
d2079471,209.0
d983771,205.0
d6690471,60.0
d1495564,193.0
d8325153,71.0
d5523822,2.0
d1529582,387.0
d4187378,51.0
d3860289,40.0
d8338619,nan
d2543500,75.0
d4943053,25.0
d6106906,4.0
d743407,527.0
d3179136,15.0
d12946822,8.0
d2011044,26.0
d9697369,26.0
d12232694,5.0
d12452157,11.0
d1019723,443.0
d2038024,122.0
d7645740,536.0
d5254723,29.0
d2351569,32.0
d8399791,26.0
d12674936,2.0
d5810610,2.0
d10199103,40.0
d7810262,37.0
d776276,30.0
d7214382,218.0
d2045377,625.0
d719796,93.0
d4496038,154.0
d10623477,48.0
d4994223,14.0
d719988,438.0
d7023442,7.0
d11535916,5.0
d10023831,127.0
d12407704,4.0
d1593710,248.0
d1777991,2018.0
d2144588,5.0
d5959836,9.0
d1018807,26.0
d12187927,8.0
d5852980,47.0
d990636,5.0
d7315965,5.0
d5122298,52.0
d10624285,nan
d12496339,16.0
d4503982,87.0
d3382020,18.0
d8693301,87.0
d3842488,107.0
d12971650,3.0
d4209762,37.0
d3350509,41.0
d7123730,18.0
d6404967,2827.0
d3242031,74.0
d8299045,41.0
d3235394,72.0
d1911482,20.0
d6994586,192.0
d3225876,6.0
d1724388,341.0
d5489739,193.0
d11688849,14.0
d10216536,26.0
d12098952,13.0
d6429179,8.0
d11912228,8.0
d5816186,63.0
d12335504,2.0
d2454792,61.0
d11620697,30.0
d5098837,7.0
d12895192,5.0
d2480065,27.0
d7117790,5.0
d7171660,nan
d2642667,217.0
d7247919,16.0
d12000124,13.0
d7759341,22.0
d7711917,25.0
d7262034,19.0
d10791496,65.0
d3606073,3.0
d1343196,50.0
d697385,200.0
d816122,2123.0
d5773446,51.0
d779884,285.0
d9763504,2.0
d11903569,14.0
d6624317,304.0
d8473506,43.0
d4067163,71.0
d4858725,159.0
d4131064,16.0
d10505822,4.0
d997981,89.0
d1904439,275.0
d4268632,nan
d6753985,53.0
d1916565,259.0
d2550949,56.0
d12539904,18.0
d997964,3.0
d696244,264.0
d7591721,nan
d2569341,817.0
d4137954,4.0
d4371374,58.0
d11719405,5.0
d9849149,6.0
d7396453,29.0
d3538905,6.0
d11801116,112.0
d7789931,5.0
d7202732,76.0
d10416508,73.0
d3793871,30.0
d3733553,106.0
d4875888,2.0
d7606386,5.0
d9762741,79.0
d3669441,320.0
d4922997,4.0
d12453572,31.0
d905465,249.0
d1030553,377.0
d10763303,2.0
d8261516,25.0
d10211792,65.0
d9752563,101.0
d808722,72.0
d2237951,49.0
d13220030,nan
d3365760,73.0
d2693798,6.0
d743819,220.0
d799993,447.0
d2037085,302.0
d10164682,15.0
d12032969,2.0
d4913160,28.0
d5080694,2.0
d10631172,48.0
d11879673,2.0
d3419174,192.0
d4313936,15.0
d12788115,nan
d2267752,109.0
d13124243,5.0
d1335029,15.0
d9785557,3.0
d3733453,19.0
d695943,144.0
d1090513,35.0
d3606645,128.0
d6016189,85.0
d3155520,479.0
d1036983,40.0
d13232007,nan
d8568017,1485.0
d3461229,278.0
d8384671,269.0
d8339850,9.0
d1058404,15.0
d1198521,78.0
d2322362,138.0
d1735805,704.0
d2257013,92.0
d13415332,nan
d8482010,3.0
d4755860,147.0
d10699455,13.0
d11180524,5.0
d1067222,1982.0
d12404708,4.0
d8659410,44.0
d8333989,10.0
d10713556,10.0
d12624759,2.0
d10326576,144.0
d10202373,66.0
d4935374,153.0
d3775380,165.0
d10187934,6.0
d1566853,163.0
d2706270,275.0
d11921307,2.0
d12186370,9.0
d8382219,11.0
d8597758,6.0
d10637008,12.0
d1898417,34.0
d10129688,74.0
d5825579,9.0
d2654925,101.0
d3543974,12.0
d8746280,8.0
d8335912,63.0
d6419398,2.0
d2355557,402.0
d8802157,15.0
d990995,28.0
d1060871,14.0
d12637218,10.0
d2267171,62.0
d5493717,7.0
d2517113,235.0
d719845,172.0
d697124,20.0
d2655425,213.0
d1933743,837.0
d3574655,70.0
d8478058,146.0
d10367650,7.0
d1337490,421.0
d695196,159.0
d4750452,26.0
d5030873,307.0
d7247997,18.0
d3221294,146.0
d12438833,2.0
d6213444,103.0
d2569385,81.0
d3140990,14.0
d1391292,342.0
d810722,238.0
d3544495,43.0
d12157406,5.0
d2061317,3.0
d6487809,70.0
d8306060,9.0
d3840421,26.0
d6642101,7.0
d6866810,2.0
d7277870,nan
d1136969,109.0
d5616087,161.0
d1014681,62.0
d8339181,33.0
d10713299,nan
d1324359,28.0
d8564532,5.0
d11890865,26.0
d1750913,129.0
d5791721,nan
d7246021,26.0
d12411211,nan
d4108496,53.0
d718606,272.0
d2071752,39.0
d6028026,60.0
d5865420,14.0
d3456380,4.0
d3703074,238.0
d8806064,39.0
d8707590,20.0
d1098892,11.0
d1089764,24.0
d9723548,7.0
d6914845,42.0
d4328455,5.0
d7234081,64.0
d1908631,61.0
d10373804,3.0
d3874457,15.0
d1014518,50.0
d9464696,42.0
d1067164,1770.0
d805359,46.0
d9881524,19.0
d1989629,344.0
d5513883,16.0
d6375784,30.0
d11851454,43.0
d3400803,14.0
d3853235,244.0
d2264458,89.0
d1232058,32.0
d1039269,2.0
d9829840,5.0
d11656254,5.0
d7262642,16.0
d7130348,74.0
d12490131,9.0
d3860942,25.0
d1018486,92.0
d997595,39.0
d3692619,19.0
d9580197,14.0
d7268810,83.0
d3975204,nan
d10547137,23.0
d8015092,136.0
d1141250,234.0
d9732087,126.0
d12073128,4.0
d2541352,99.0
d6404155,7.0
d964458,83.0
d12081488,nan
d3464248,111.0
d4680359,356.0
d12176546,2.0
d10493761,22.0
d1753180,648.0
d803137,833.0
d10394161,8.0
d7645119,3.0
d715492,136.0
d10396602,nan
d697920,121.0
d5487134,nan
d8027592,26.0
d12640577,3.0
d825556,447.0
d694737,161.0
d12312050,96.0
d10587432,2.0
d1035069,94.0
d3261829,71.0
d1010581,49.0
d12644113,10.0
d11660538,3.0
d4268556,35.0
d10312587,9.0
d4040657,722.0
d2531285,80.0
d10884073,12.0
d1159964,1008.0
d4505789,4.0
d4733480,44.0
d1316462,35.0
d1408986,335.0
d12369262,2.0
d4344945,214.0
d697299,197.0
d6715386,389.0
d6132048,10.0
d7975366,25.0
d10518308,99.0
d12668201,12.0
d12238438,6.0
d6380425,243.0
d1388958,133.0
d12454191,21.0
d2321229,192.0
d7189289,21.0
d1213112,18.0
d8393734,19.0
d12875911,2.0
d734001,2.0
d12479038,8.0
d12140086,70.0
d11829626,9.0
d11748941,15.0
d10429587,23.0
d787523,12.0
d2320681,190.0
d12728105,nan
d1126167,43.0
d3773925,10.0
d12833655,11.0
d7124116,nan
d4476719,16.0
d4794967,224.0
d5863742,5.0
d3731107,559.0
d5002010,3.0
d5959895,25.0
d8041098,32.0
d8700211,66.0
d10223184,10.0
d10915666,12.0
d5510270,3.0
d13220914,4.0
d5122999,2.0
d3708639,72.0
d10481245,56.0
d967098,82.0
d12452374,17.0
d6507563,70.0
d7760566,56.0
d4803101,24.0
d1035284,7.0
d2322692,3.0
d734057,34.0
d12473137,3.0
d1334093,96.0
d7162459,14.0
d10309672,11.0
d12682862,nan
d9728824,7.0
d8848904,84.0
d7319351,283.0
d1336437,10.0
d4475098,85.0
d9605896,103.0
d9711934,6.0
d7995790,45.0
d1986862,696.0
d4590438,13.0
d5981238,43.0
d7695005,368.0
d10168606,101.0
d12428601,62.0
d10713466,8.0
d13448140,nan
d5960255,800.0
d3510857,3.0
d1340129,15.0
d2329719,38.0
d4272011,12.0
d11693153,17.0
d10345429,4.0
d6827879,73.0
d10082380,10.0
d12512061,nan
d785602,54.0
d1077859,nan
d1422239,147.0
d12596864,10.0
d8418544,3.0
d1340434,137.0
d6429658,6.0
d5220359,62.0
d12400742,13.0
d4769902,123.0
d9586379,26.0
d10537712,46.0
d5010881,4.0
d7380493,83.0
d9767189,26.0
d7088642,20.0
d6196887,26.0
d6016152,9.0
d12611029,3.0
d6372979,2.0
d6900544,276.0
d11800569,8.0
d2140240,116.0
d12171818,2.0
d800593,345.0
d4582834,348.0
d5813885,13.0
d10830503,5.0
d3846353,52.0
d1017664,13.0
d1064196,215.0
d1027701,200.0
d2549824,23.0
d8338524,2.0
d4738656,4.0
d1015661,304.0
d3136188,141.0
d3701536,18.0
d4795354,11.0
d4258843,114.0
d2186593,283.0
d12899891,11.0
d5039080,16.0
d13185579,nan
d11768376,29.0
d1587802,37.0
d5566905,149.0
d753199,105.0
d5496909,12.0
d1022442,38.0
d3676741,54.0
d7180913,6.0
d12958576,34.0
d4761255,46.0
d1819615,238.0
d8439753,118.0
d968931,809.0
d7192322,3.0
d8862867,35.0
d4925029,16.0
d3404279,5.0
d2091996,7.0
d2467255,281.0
d7289525,3.0
d969344,118.0
d6931246,5.0
d3751428,77.0
d9767591,36.0
d8092961,9.0
d13002931,3.0
d11825436,3.0
d3653451,65.0
d2387374,54.0
d1322263,54.0
d12716467,6.0
d5865286,8.0
d1498420,67.0
d951206,160.0
d12228594,4.0
d12995096,nan
d12525309,2.0
d2635878,28.0
d12880596,5.0
d5986264,25.0
d10735273,364.0
d7261419,30.0
d2295624,24.0
d10303614,6.0
d9698415,9.0
d1991661,289.0
d11908168,16.0
d3601020,42.0
d854592,1382.0
d4597143,9.0
d8860406,30.0
d9873529,nan
d12224468,35.0
d1081031,nan
d1337116,nan
d10782585,14.0
d5969402,nan
d7059601,13.0
d12904112,7.0
d4470071,29.0
d4052900,2.0
d2314319,63.0
d7160762,10.0
d3343423,9.0
d5981654,13.0
d5519073,2.0
d2459717,53.0
d966729,77.0
d4134670,165.0
d8541944,31.0
d807542,126.0
d5041927,46.0
d4062230,7.0
d3743097,51.0
d7799930,97.0
d2311036,14.0
d10910876,2.0
d5796579,nan
d2641936,117.0
d3236501,114.0
d2039271,28.0
d2341832,43.0
d9984762,15.0
d1039709,178.0
d9726072,nan
d12460360,3.0
d7809372,5.0
d5796030,8.0
d5614832,8.0
d3411721,118.0
d11653459,3.0
d7259985,148.0
d715316,191.0
d1061601,37.0
d7992533,68.0
d5510263,17.0
d1419304,85.0
d8364508,175.0
d12542629,21.0
d2257028,190.0
d1881265,14.0
d1014903,152.0
d8132523,4.0
d7246467,13.0
d7261914,46.0
d4556875,13.0
d7278493,41.0
d1917655,122.0
d7161185,20.0
d964521,5.0
d7722195,65.0
d808011,268.0
d1854949,429.0
d796024,32.0
d991397,96.0
d3600013,20.0
d3769272,4.0
d3607825,68.0
d10342118,15.0
d964539,68.0
d1892458,49.0
d3267973,42.0
d8132557,7.0
d1381912,nan
d9811746,26.0
d2164802,532.0
d12946830,nan
d2177854,42.0
d8757475,137.0
d2287823,267.0
d10470924,nan
d2615842,44.0
d952150,27.0
d10642267,6.0
d9457017,50.0
d12400973,9.0
d8562698,1633.0
d3811839,56.0
d3844700,51.0
d9701208,38.0
d4404704,22.0
d9779765,38.0
d12066507,nan
d6157665,56.0
d1326318,270.0
d12473947,6.0
d7079320,462.0
d6788416,24.0
d6705933,72.0
d742360,57.0
d5243168,12.0
d10730433,3.0
d1917410,62.0
d8338555,nan
d11959893,115.0
d11978705,2.0
d2305219,901.0
d11842512,4.0
d12050622,nan
d1724688,518.0
d11700928,4.0
d10066825,3.0
d7249358,5.0
d7124014,9.0
d7993505,51.0
d11809827,2.0
d3649517,40.0
d2371452,20.0
d12690056,19.0
d7995294,7.0
d12876988,11.0
d10836443,33.0
d1755829,124.0
d3179164,25.0
d8751967,64.0
d2004705,54.0
d11644560,29.0
d1035659,692.0
d2201068,933.0
d5803703,19.0
d694719,160.0
d3598562,346.0
d1147107,5.0
d12575804,nan
d7284282,60.0
d6952582,29.0
d6542465,15.0
d4811977,117.0
d3842103,20.0
d4752749,370.0
d7257065,281.0
d8468650,20.0
d3589583,239.0
d10112768,13.0
d7124442,nan
d9467759,12.0
d12965944,nan
d5795313,18.0
d2012102,754.0
d11828719,nan
d10188547,88.0
d12708661,12.0
d8800983,33.0
d2372743,209.0
d11832215,177.0
d694813,1003.0
d7651719,4.0
d2530859,8.0
d11666944,nan
d6705906,12.0
d10490843,5.0
d3598782,173.0
d12225609,7.0
d2193215,63.0
d7078154,2.0
d1232088,22.0
d8752107,11.0
d3450727,37.0
d6649279,13.0
d2198130,200.0
d6659488,11.0
d1940683,8.0
d966299,40.0
d12315511,2.0
d733326,84.0
d1632652,209.0
d10167638,30.0
d5220212,22.0
d7819963,16.0
d8616268,3.0
d10597012,4.0
d7123618,4.0
d7278617,3.0
d1094809,362.0
d3562005,105.0
d12454412,16.0
d11678329,11.0
d6649860,32.0
d6975675,477.0
d1178110,313.0
d1093985,51.0
d3639084,3.0
d8068662,10.0
d10627081,3.0
d11815616,209.0
d1524369,254.0
d8338325,2.0
d11716628,5.0
d12881164,nan
d12535728,nan
d5565870,20.0
d5814488,42.0
d697482,361.0
d10584379,3.0
d3574046,60.0
d8677584,19.0
d2294787,138.0
d1371969,176.0
d3968225,11.0
d7235833,524.0
d6673239,29.0
d10664281,3.0
d2102196,62.0
d2446370,688.0
d1534768,8.0
d12835806,4.0
d10198018,2.0
d12927416,25.0
d5422935,99.0
d8461778,8.0
d806691,257.0
d9735838,nan
d12462288,2.0
d2454170,152.0
d1125309,92.0
d5981658,11.0
d2542720,185.0
d740577,103.0
d2194447,1141.0
d11873792,nan
d2509872,23.0
d1007854,1597.0
d9769829,26.0
d2090832,93.0
d8639391,10.0
d1039266,nan
d9750223,3.0
d12003615,6.0
d9608941,21.0
d10113390,25.0
d5220150,nan
d8666282,21.0
d10797561,24.0
d8050905,8.0
d5122696,5.0
d4770134,6.0
d2173049,52.0
d11645327,2.0
d7123585,3.0
d11918984,8.0
d3539663,73.0
d2268380,15.0
d812948,101.0
d5037331,140.0
d8117295,3.0
d9739235,21.0
d6404670,167.0
d1501753,202.0
d13055068,4.0
d1231395,31.0
d7123211,4.0
d1837101,89.0
d3793929,7.0
d4698083,7.0
d10623342,6.0
d1988889,72.0
d7745047,36.0
d1381518,6.0
d1081856,261.0
d2535725,62.0
d10027300,163.0
d10326034,36.0
d10731190,12.0
d4746142,12.0
d12246677,2.0
d10058514,nan
d10792814,25.0
d12702393,2.0
d3653958,92.0
d7254274,19.0
d3977189,11.0
d12556427,nan
d10883993,11.0
d2569217,nan
d2264344,689.0
d5986165,74.0
d3368581,102.0
d5796795,10.0
d3494629,6.0
d12981493,30.0
d1344137,33.0
d7615991,19.0
d10898520,34.0
d7997882,39.0
d5519007,19.0
d8408390,nan
d3835133,18.0
d2393764,nan
d6782589,129.0
d5795277,42.0
d4579462,27.0
d3600590,49.0
d5614259,5.0
d6017579,133.0
d7952442,10.0
d5959997,6.0
d1106705,1025.0
d10454914,2.0
d945844,175.0
d3297039,2.0
d12640973,11.0
d6782102,nan
d3648621,22.0
d1317102,nan
d12309283,22.0
d6726769,3.0
d5558249,nan
d2694698,91.0
d2699861,189.0
d10153493,nan
d1739110,368.0
d8655449,4.0
d7370867,15.0
d12607818,8.0
d7747009,2.0
d12700900,6.0
d1099893,822.0
d4745240,3.0
d740586,89.0
d720607,287.0
d1924323,87.0
d8339749,9.0
d6880900,27.0
d12337738,4.0
d12457922,nan
d694866,212.0
d1151377,3392.0
d12731360,2.0
d5851837,24.0
d11835021,2.0
d5039494,8.0
d11283920,3.0
